CL,CD,CM
0.9486,0.01128,-0.1866
1.0609,0.01168,-0.1868
1.2673,0.01285,-0.1836
1.3633,0.01371,-0.1806
1.4483,0.01481,-0.1758
1.5217,0.0162,-0.169
1.5832,0.018,-0.1605
1.6351,0.02037,-0.1512
1.6783,0.02349,-0.1417
1.7119,0.02772,-0.1325
0.8685,0.01056,-0.194
0.9524,0.01024,-0.1869
1.0655,0.01058,-0.1873
1.1717,0.01112,-0.1862
1.2708,0.01181,-0.1839
1.3639,0.01271,-0.1805
1.4472,0.01383,-0.1753
1.5166,0.01524,-0.1678
1.5778,0.0171,-0.1594
1.6307,0.0195,-0.1505
1.6763,0.02268,-0.1416
1.7115,0.02699,-0.1328
1.7373,0.03266,-0.1246
0.2202,0.00997,-0.034
0.3189,0.01017,-0.0313
0.4182,0.01038,-0.0284
0.5192,0.01056,-0.0257
0.6204,0.01067,-0.0229
0.7212,0.01083,-0.02
0.8156,0.01206,-0.0167
0.8772,0.01757,-0.0112
0.9209,0.02492,-0.0016
0.9842,0.03454,0.0056
0.9292,0.03719,0.0187
0.8609,0.05415,0.0223
0.2108,0.00887,-0.0308
0.3115,0.00899,-0.0286
0.4137,0.00915,-0.0266
0.5161,0.00931,-0.0243
0.6188,0.00943,-0.022
0.7206,0.00977,-0.0197
0.8149,0.01133,-0.0169
0.8763,0.01721,-0.0114
0.9295,0.02316,-0.0029
0.9882,0.03173,0.0048
0.869,0.05129,0.0229
0.7878,0.07507,0.0154
0.2066,0.00812,-0.0294
0.3081,0.00819,-0.0274
0.411,0.00831,-0.0255
0.5145,0.00846,-0.0236
0.6182,0.0086,-0.0216
0.7202,0.0091,-0.0196
0.8149,0.01083,-0.0171
0.8783,0.0167,-0.0117
0.9856,0.0329,0.0046
1.0014,0.04597,0.015
0.1964,0.00823,-0.0338
0.2951,0.00867,-0.0306
0.3955,0.00913,-0.0276
0.4965,0.00956,-0.0247
0.598,0.00995,-0.0217
0.6958,0.01094,-0.0184
0.7651,0.0181,-0.0127
0.8455,0.02616,-0.0066
0.9089,0.04034,-0.0007
0.1888,0.00748,-0.0314
0.2898,0.00783,-0.0288
0.3917,0.00822,-0.0263
0.4942,0.00857,-0.0238
0.5966,0.00898,-0.0213
0.6907,0.01067,-0.0181
0.7679,0.01693,-0.0132
0.8482,0.0246,-0.007
0.9203,0.04446,0.0021
0.1849,0.00693,-0.0302
0.2868,0.00724,-0.0278
0.3898,0.00756,-0.0256
0.493,0.00789,-0.0234
0.5958,0.00834,-0.0211
0.6867,0.01082,-0.0181
0.7665,0.01674,-0.0131
0.8493,0.02338,-0.0075
0.1439,0.0142,-0.0329
0.3272,0.01375,-0.0484
0.5064,0.01227,-0.0613
0.6123,0.01054,-0.0574
0.7058,0.01054,-0.051
0.7593,0.01294,-0.0399
0.8086,0.01618,-0.0291
0.852,0.02064,-0.0162
0.903,0.02559,-0.0054
0.9261,0.03803,0.0083
0.891,0.05052,0.0254
0.847,0.06114,0.0342
0.7408,0.0979,0.0124
0.217,0.01279,-0.0465
0.4137,0.01171,-0.0644
0.5429,0.01023,-0.0668
0.63,0.00902,-0.0596
0.7044,0.01016,-0.0508
0.7631,0.01242,-0.0411
0.8186,0.01532,-0.0315
0.861,0.01947,-0.0184
0.9062,0.02446,-0.0065
0.942,0.0341,0.0066
0.9072,0.04649,0.0252
0.8344,0.06082,0.0341
0.7607,0.08748,0.0175
0.2801,0.01153,-0.0583
0.45,0.01025,-0.0707
0.5536,0.009,-0.0678
0.6382,0.00826,-0.0604
0.7039,0.00991,-0.0509
0.767,0.01206,-0.0423
0.8267,0.01472,-0.0333
0.8771,0.01786,-0.0217
0.9162,0.02242,-0.0084
0.9521,0.03024,0.0045
0.929,0.04306,0.0231
0.8448,0.05899,0.0346
0.7676,0.08607,0.0181
0.182,0.01927,-0.0436
0.3349,0.0186,-0.0532
0.4941,0.01707,-0.0628
0.6462,0.01446,-0.0693
0.8068,0.01159,-0.0763
0.8619,0.01347,-0.0641
0.8875,0.01609,-0.048
0.9115,0.01926,-0.0321
0.9218,0.02299,-0.0133
0.9565,0.02716,0.0002
0.9913,0.03669,0.0115
0.9652,0.04523,0.0307
0.8985,0.05741,0.0455
0.2669,0.01754,-0.0592
0.416,0.01629,-0.0678
0.5748,0.01434,-0.0774
0.6977,0.01195,-0.0781
0.8254,0.01082,-0.0794
0.8606,0.01303,-0.0642
0.8946,0.01549,-0.05
0.9262,0.01835,-0.0354
0.9355,0.02154,-0.0162
0.9601,0.02543,-0.0008
0.9872,0.03148,0.0129
0.9876,0.03961,0.0284
0.9439,0.04997,0.0432
0.264,0.01619,-0.0569
0.4643,0.01455,-0.0763
0.6298,0.0123,-0.0874
0.7229,0.01049,-0.0823
0.8236,0.01059,-0.0789
0.8619,0.0127,-0.0648
0.9032,0.01501,-0.052
0.9392,0.01768,-0.0382
0.9531,0.0204,-0.0196
0.9709,0.02329,-0.0031
0.9858,0.02868,0.0127
0.9919,0.03631,0.0275
0.9707,0.04435,0.0411
0.3495,0.02115,-0.0564
0.4994,0.01941,-0.0645
0.6318,0.01688,-0.0676
0.7622,0.01379,-0.0689
0.905,0.01401,-0.074
0.9174,0.01647,-0.0547
0.9274,0.01907,-0.0359
0.9383,0.02254,-0.0177
0.9617,0.02682,-0.0024
0.9929,0.03184,0.0102
0.2617,0.02012,-0.0579
0.5737,0.01654,-0.0777
0.6923,0.01397,-0.078
0.8728,0.01145,-0.0904
0.8998,0.01359,-0.0731
0.9205,0.01586,-0.0558
0.9545,0.02131,-0.0211
0.9691,0.02551,-0.0043
0.9936,0.02917,0.0097
1.0082,0.03745,0.0236
0.9769,0.04703,0.0406
0.2393,0.01852,-0.0516
0.4303,0.017,-0.0692
0.6251,0.01445,-0.087
0.7296,0.01221,-0.0846
0.8763,0.01114,-0.0908
0.898,0.01329,-0.073
0.9257,0.01545,-0.0572
0.9493,0.01765,-0.0409
0.9666,0.02056,-0.0236
0.9862,0.02368,-0.0074
0.9996,0.02783,0.0082
1.0162,0.03401,0.0225
1.0013,0.0419,0.0375
0.2089,0.00873,-0.0384
0.3041,0.00902,-0.0346
0.4045,0.00935,-0.0317
0.5076,0.0097,-0.0292
0.6116,0.01009,-0.0269
0.7141,0.01079,-0.0245
0.8085,0.01286,-0.0219
0.8889,0.01751,-0.0187
0.9574,0.02433,-0.0133
1.0245,0.03317,-0.0079
1.0441,0.0465,-0.0008
0.9746,0.0638,0.002
0.8876,0.09468,-0.0186
0.2006,0.00778,-0.0357
0.2984,0.00801,-0.0326
0.4002,0.00832,-0.0301
0.5047,0.00866,-0.0281
0.6098,0.0091,-0.0262
0.713,0.00994,-0.0243
0.8083,0.01218,-0.0222
0.8929,0.01638,-0.0194
0.9691,0.02155,-0.015
1.0275,0.03192,-0.0083
1.0361,0.04578,-0.0003
0.9734,0.06171,0.0016
0.9004,0.08837,-0.015
0.1963,0.00712,-0.0343
0.295,0.00733,-0.0314
0.3979,0.0076,-0.0293
0.503,0.00795,-0.0275
0.6086,0.00844,-0.0259
0.7122,0.00939,-0.0243
0.8083,0.0117,-0.0225
0.8966,0.01543,-0.02
0.9709,0.02097,-0.0153
1.0359,0.02909,-0.0093
1.0511,0.04329,-0.001
0.9195,0.05121,0.0032
0.8357,0.08061,-0.0104
0.1609,0.00936,-0.0191
0.2603,0.00944,-0.0159
0.3634,0.0096,-0.0134
0.4679,0.00994,-0.0112
0.5732,0.01057,-0.0094
0.6779,0.01155,-0.008
0.7807,0.0129,-0.0066
0.879,0.0149,-0.0052
0.9694,0.01782,-0.0031
1.0526,0.02122,-0.0003
1.1205,0.02567,0.0037
1.1623,0.03189,0.0097
1.1769,0.03994,0.015
0.1529,0.0083,-0.0166
0.255,0.00836,-0.0142
0.3595,0.00856,-0.0121
0.4654,0.00895,-0.0104
0.5715,0.00963,-0.009
0.677,0.01061,-0.0078
0.7807,0.01192,-0.0067
0.8803,0.01381,-0.0055
0.9733,0.01643,-0.0037
1.0594,0.01947,-0.0012
1.1281,0.0237,0.0027
1.173,0.0286,0.0086
1.1874,0.03609,0.0135
0.1489,0.00757,-0.0155
0.2519,0.00763,-0.0133
0.3574,0.00785,-0.0115
0.4639,0.00829,-0.01
0.5706,0.00898,-0.0088
0.6766,0.00995,-0.0078
0.781,0.01121,-0.0068
0.8816,0.01303,-0.0057
0.9769,0.01539,-0.0041
1.064,0.01833,-0.0018
1.1417,0.02168,0.0015
1.1846,0.02691,0.0076
1.197,0.03418,0.0127
0.01,0.01313,0.0323
0.1384,0.0138,0.0308
0.297,0.01446,0.0224
0.4404,0.0149,0.0159
0.5912,0.01538,0.0074
0.739,0.01586,-0.0012
0.8421,0.01662,-0.0013
0.922,0.01773,0.0031
0.9949,0.01899,0.0087
1.0616,0.02058,0.0153
1.1194,0.02224,0.0232
1.1806,0.02422,0.0296
1.2386,0.02669,0.0353
-0.0014,0.01126,0.0326
0.1122,0.01189,0.034
0.2365,0.01257,0.0328
0.3855,0.01322,0.0256
0.5328,0.01382,0.0181
0.676,0.01445,0.011
0.8208,0.01516,0.0031
0.9283,0.0161,0.0021
1.0018,0.01714,0.0076
1.0654,0.01841,0.0148
1.1227,0.01996,0.0229
1.1821,0.02181,0.0298
1.2281,0.02417,0.0372
-0.0032,0.01006,0.0317
0.105,0.01061,0.0339
0.2192,0.01125,0.0349
0.3381,0.0119,0.0341
0.4807,0.0126,0.0278
0.6271,0.01333,0.0202
0.7732,0.01415,0.0123
0.9168,0.01489,0.0045
1.0088,0.01595,0.0064
1.0729,0.01708,0.0136
1.1265,0.01841,0.0224
1.1847,0.02011,0.0297
1.2295,0.0226,0.0372
0.0,0.00834,-0.0
0.127,0.00851,-0.0052
0.2875,0.00812,-0.0129
0.375,0.0092,-0.0057
0.4606,0.0123,-0.0015
0.553,0.01559,0.0022
0.6492,0.01981,0.0054
0.7121,0.01426,0.0112
0.78,0.04921,0.0158
0.0,0.0076,-0.0
0.1638,0.00751,-0.0119
0.281,0.00741,-0.0105
0.3718,0.00877,-0.0053
0.4609,0.01171,-0.002
0.5552,0.0144,0.0015
0.6503,0.01796,0.0046
0.7426,0.02417,0.0081
0.8192,0.03304,0.0123
0.7843,0.0625,0.0152
0.0,0.00706,-0.0
0.1781,0.00681,-0.0141
0.2768,0.00701,-0.0092
0.3704,0.00846,-0.0053
0.4616,0.01121,-0.0024
0.5561,0.01373,0.001
0.6522,0.01676,0.0041
0.7466,0.02137,0.0072
0.8226,0.03098,0.0118
0.824,0.05244,0.0166
0.5982,0.08641,0.0002
0.5702,0.10798,-0.0068
0.0,0.012,-0.0
0.106,0.01219,0.0033
0.2123,0.01272,0.0065
0.3215,0.01359,0.0091
0.4543,0.01479,0.0064
0.6114,0.01598,-0.0024
0.7653,0.01721,-0.0115
0.9187,0.01851,-0.0216
0.9659,0.01978,-0.0112
0.9975,0.02137,0.0023
1.0128,0.02332,0.0184
1.0375,0.02578,0.0313
1.0762,0.02961,0.039
0.0,0.01077,-0.0
0.1047,0.01088,0.003
0.2095,0.01126,0.006
0.3134,0.01193,0.0092
0.5592,0.0142,0.007
0.7194,0.01552,-0.0031
0.8713,0.01696,-0.0124
0.9785,0.0184,-0.0136
1.0096,0.01983,0.0
1.0179,0.02141,0.0178
1.0424,0.0239,0.0307
1.0803,0.02764,0.0383
0.0,0.00999,-0.0
0.1046,0.01007,0.0027
0.2091,0.01036,0.0055
0.3132,0.01091,0.0084
0.4186,0.01175,0.0111
0.5396,0.0129,0.0102
0.6817,0.01427,0.0039
0.8358,0.01571,-0.0055
0.9843,0.01746,-0.0147
1.0333,0.02014,0.0153
1.0511,0.0226,0.0295
1.0936,0.026,0.0368
0.0887,0.0089,-0.0238
0.2716,0.00857,-0.0381
0.3839,0.0083,-0.0356
0.4761,0.00892,-0.0291
0.5698,0.01037,-0.0248
0.6518,0.01477,-0.0204
0.7463,0.01813,-0.0171
0.8401,0.02396,-0.0137
0.9189,0.03388,-0.0088
0.9413,0.0513,-0.0012
0.1298,0.0078,-0.0315
0.28,0.0074,-0.0384
0.3794,0.00741,-0.0336
0.4727,0.00832,-0.0283
0.5678,0.00985,-0.0247
0.6539,0.01387,-0.021
0.7496,0.01681,-0.018
0.8416,0.02191,-0.0148
0.9257,0.02992,-0.0108
0.9659,0.04415,-0.0034
0.9218,0.06286,0.0029
0.1569,0.00696,-0.0364
0.2794,0.00664,-0.0373
0.3754,0.00689,-0.0322
0.4704,0.00792,-0.0279
0.6566,0.01304,-0.0216
0.7532,0.01565,-0.0189
0.8454,0.01997,-0.0155
0.9327,0.02642,-0.0117
0.994,0.03696,-0.0058
0.1978,0.00967,-0.0441
0.3109,0.009,-0.0431
0.405,0.00902,-0.0379
0.4993,0.0096,-0.0332
0.5906,0.01061,-0.0284
0.6804,0.01215,-0.0241
0.7587,0.01589,-0.0189
0.8438,0.01957,-0.0144
0.9345,0.02404,-0.0109
1.0202,0.02986,-0.0074
1.0837,0.03867,-0.0023
1.0853,0.05016,0.0077
1.0007,0.0676,0.0115
0.1587,0.00833,-0.0346
0.3067,0.008,-0.041
0.4021,0.00819,-0.0367
0.4972,0.00885,-0.0326
0.5893,0.00991,-0.0283
0.6801,0.0115,-0.0244
0.7621,0.01493,-0.0198
0.85,0.01792,-0.0157
0.9387,0.02145,-0.0119
1.0247,0.02603,-0.0082
1.0964,0.03263,-0.0034
1.1284,0.04217,0.0042
1.0855,0.05474,0.0138
0.1345,0.00736,-0.029
0.303,0.00739,-0.0396
0.4003,0.00766,-0.0361
0.4957,0.00836,-0.0323
0.5891,0.00941,-0.0285
0.6801,0.01108,-0.0247
0.7645,0.01426,-0.0204
0.8546,0.01692,-0.0166
0.9419,0.02037,-0.0127
1.0269,0.02487,-0.009
1.1009,0.03088,-0.0046
1.1584,0.03571,0.0015
1.1435,0.04679,0.0118
0.1824,0.01052,-0.0138
0.3488,0.01095,-0.0244
0.4573,0.0115,-0.0249
0.5472,0.01248,-0.0215
0.6367,0.01362,-0.0177
0.727,0.01491,-0.0138
0.8184,0.01649,-0.0101
0.9099,0.01803,-0.0065
1.0013,0.0199,-0.0032
1.09,0.02153,0.0003
1.1718,0.02325,0.0045
1.2417,0.02549,0.0097
1.2848,0.02896,0.0175
0.1444,0.0093,-0.0066
0.3043,0.01003,-0.0157
0.4582,0.0108,-0.0252
0.55,0.01161,-0.0223
0.6398,0.01258,-0.0185
0.7296,0.0137,-0.0145
0.8201,0.01499,-0.0106
0.9113,0.01638,-0.0069
1.0026,0.01784,-0.0034
1.0925,0.01929,-0.0001
1.1773,0.02092,0.0037
1.2523,0.02299,0.0083
1.2999,0.02642,0.0157
0.1237,0.00836,-0.0031
0.2744,0.00926,-0.0101
0.4337,0.0102,-0.0204
0.5527,0.011,-0.023
0.643,0.01186,-0.0193
0.7325,0.01289,-0.0153
0.8234,0.01392,-0.0113
0.9138,0.01523,-0.0075
1.0058,0.01645,-0.004
1.0961,0.01787,-0.0007
1.1836,0.01937,0.0027
1.2632,0.02137,0.0067
1.3194,0.02453,0.0133
0.1257,0.01138,-0.0007
0.2577,0.01228,-0.0026
0.4176,0.01329,-0.0118
0.58,0.01431,-0.0228
0.7058,0.0153,-0.0273
0.7869,0.01625,-0.0225
0.8668,0.01766,-0.0172
0.9455,0.0191,-0.0115
1.0231,0.02071,-0.0056
1.0985,0.02239,0.0003
1.1715,0.02419,0.0061
1.2318,0.02621,0.0133
1.2705,0.02865,0.0226
0.1193,0.00998,-0.0007
0.232,0.01076,0.0012
0.3716,0.01186,-0.0035
0.5337,0.01303,-0.0141
0.6938,0.01417,-0.025
0.7921,0.01502,-0.0237
0.8699,0.01616,-0.018
0.9475,0.01755,-0.0121
1.0237,0.01891,-0.0059
1.0979,0.02031,0.0005
1.1693,0.02178,0.0068
1.2307,0.02349,0.014
1.2754,0.02607,0.0222
0.2261,0.0098,0.0014
0.3512,0.01082,-0.0002
0.5002,0.01202,-0.0078
0.6585,0.01317,-0.0181
0.7975,0.01417,-0.0248
0.8756,0.01507,-0.0191
0.9512,0.01619,-0.0128
1.0259,0.0174,-0.0062
1.0997,0.01867,0.0003
1.1718,0.02012,0.0065
1.2353,0.02176,0.0136
1.2854,0.02429,0.021
0.2479,0.00911,-0.0595
0.3786,0.0087,-0.0618
0.4821,0.00862,-0.0577
0.5808,0.00916,-0.0531
0.6795,0.01023,-0.0496
0.7624,0.01337,-0.0447
0.8475,0.01746,-0.0404
0.935,0.02224,-0.0362
1.0233,0.03036,-0.032
1.0835,0.04172,-0.0251
0.9714,0.05121,-0.0049
0.2668,0.00774,-0.062
0.3781,0.00751,-0.0601
0.478,0.0077,-0.0557
0.5778,0.00846,-0.0521
0.6772,0.00962,-0.0492
0.7598,0.01334,-0.0449
0.8527,0.01631,-0.0415
0.9406,0.02026,-0.0375
1.0269,0.02699,-0.0333
1.0873,0.03891,-0.0264
1.0854,0.05425,-0.0164
1.001,0.07328,-0.0131
0.2713,0.00683,-0.0619
0.3755,0.00677,-0.0588
0.4755,0.00715,-0.0548
0.5759,0.00801,-0.0517
0.6754,0.00926,-0.049
0.7608,0.01295,-0.0453
0.8548,0.01573,-0.0421
0.9425,0.01981,-0.0381
1.0285,0.02597,-0.0341
1.1042,0.03306,-0.0291
1.1112,0.04889,-0.0196
0.9687,0.05386,-0.0013
0.8894,0.07372,-0.0057
0.2957,0.00929,-0.0666
0.3975,0.00904,-0.0629
0.4965,0.00929,-0.0589
0.5963,0.0099,-0.0554
0.6946,0.01073,-0.0518
0.7899,0.01178,-0.048
0.8774,0.01374,-0.0436
0.9458,0.01843,-0.0372
1.0222,0.02289,-0.0318
1.1079,0.02808,-0.0281
1.1851,0.03477,-0.024
1.2334,0.04118,-0.0165
1.2113,0.05379,-0.0051
0.2974,0.00802,-0.0653
0.3956,0.00799,-0.0614
0.4947,0.00837,-0.0579
0.5943,0.00902,-0.0546
0.6926,0.00987,-0.0513
0.7891,0.01099,-0.048
0.8771,0.01319,-0.0441
0.9521,0.01731,-0.0385
1.0327,0.02071,-0.0335
1.1116,0.02487,-0.0287
1.1861,0.03025,-0.0239
1.2392,0.03752,-0.0174
1.2582,0.04574,-0.0086
0.295,0.00725,-0.064
0.394,0.00733,-0.0606
0.4933,0.00776,-0.0573
0.5928,0.00842,-0.0542
0.6914,0.0093,-0.0511
0.7892,0.01044,-0.0482
0.8773,0.01283,-0.0445
0.9562,0.01658,-0.0394
1.0378,0.0198,-0.0346
1.1149,0.02398,-0.0297
1.1895,0.02808,-0.0249
1.2467,0.03327,-0.0182
1.265,0.04119,-0.0088
0.2849,0.01002,-0.0605
0.4285,0.00983,-0.0664
0.5221,0.0101,-0.0623
0.617,0.01068,-0.0583
0.7117,0.01146,-0.0544
0.805,0.01239,-0.0502
0.8951,0.01349,-0.0458
0.9766,0.01545,-0.0406
1.0386,0.01933,-0.0331
1.1004,0.02325,-0.0257
1.1621,0.02746,-0.0188
1.2265,0.03234,-0.0131
1.2787,0.0383,-0.0071
0.2526,0.00872,-0.0532
0.4271,0.00886,-0.0654
0.5214,0.00916,-0.0617
0.6161,0.00973,-0.0579
0.7102,0.01051,-0.054
0.8042,0.01138,-0.0501
0.8958,0.01255,-0.0461
0.9787,0.01463,-0.0413
1.047,0.01816,-0.0348
1.1107,0.02176,-0.0275
1.1678,0.02559,-0.0198
1.2247,0.03008,-0.0133
1.2768,0.03543,-0.0075
0.24,0.00786,-0.0505
0.4055,0.00821,-0.0606
0.5209,0.00854,-0.0614
0.6157,0.00911,-0.0578
0.7098,0.00984,-0.0539
0.8967,0.01192,-0.0465
0.9809,0.01406,-0.042
1.0526,0.01739,-0.0359
1.12,0.02065,-0.0292
1.1776,0.02402,-0.0214
1.2314,0.02787,-0.0143
1.2765,0.03292,-0.0079
0.2284,0.01091,-0.0474
0.3581,0.0114,-0.0482
0.5358,0.01193,-0.0606
0.6728,0.01228,-0.0666
0.7568,0.01287,-0.0614
0.838,0.01361,-0.0554
0.9186,0.01451,-0.0491
0.9943,0.01565,-0.0422
1.0649,0.01725,-0.0349
1.1195,0.01973,-0.0258
1.1598,0.02314,-0.0158
1.1898,0.02812,-0.0071
1.2186,0.03419,-0.0006
0.2319,0.00963,-0.0483
0.3424,0.01002,-0.0455
0.4966,0.0107,-0.0529
0.6741,0.01127,-0.0666
0.7569,0.01175,-0.0614
0.8382,0.01244,-0.0554
0.9185,0.0133,-0.0491
0.9948,0.01446,-0.0423
1.0677,0.0161,-0.0355
1.1252,0.01853,-0.0269
1.1714,0.02171,-0.0176
1.2055,0.02633,-0.0092
1.2314,0.0324,-0.0024
0.2349,0.00886,-0.0491
0.3384,0.00913,-0.0452
0.4724,0.00981,-0.0482
0.6435,0.01051,-0.0604
0.7583,0.01101,-0.0617
0.8395,0.01166,-0.0557
0.9196,0.01249,-0.0494
0.9968,0.01366,-0.0428
1.0709,0.01534,-0.0363
1.1331,0.01762,-0.0283
1.1827,0.02063,-0.0194
1.2203,0.02494,-0.011
1.2514,0.03046,-0.0044
0.2307,0.01376,-0.0462
0.3365,0.01393,-0.0437
0.4362,0.01426,-0.0397
0.5368,0.01496,-0.0357
0.6642,0.01611,-0.0372
0.8372,0.01735,-0.0491
1.0076,0.01821,-0.0618
1.0745,0.01889,-0.0552
1.0892,0.01972,-0.0379
1.1007,0.02096,-0.0204
1.1416,0.02313,-0.0101
1.1834,0.0261,-0.002
1.2214,0.03008,0.0046
0.2336,0.01237,-0.0466
0.3376,0.01249,-0.044
0.4374,0.01273,-0.0404
0.5364,0.01325,-0.0365
0.6424,0.01416,-0.0338
0.785,0.01536,-0.0392
0.9555,0.01648,-0.0517
1.0713,0.01743,-0.0544
1.0667,0.01802,-0.0334
1.0884,0.01941,-0.0181
1.1325,0.02171,-0.0088
1.1771,0.02491,-0.0016
1.219,0.02901,0.0042
0.2348,0.01148,-0.0467
0.3371,0.01154,-0.0439
0.4378,0.01175,-0.0408
0.5378,0.0122,-0.0373
0.6343,0.01284,-0.0329
0.756,0.01394,-0.0339
0.9178,0.01516,-0.0445
1.072,0.01637,-0.0545
1.0564,0.01696,-0.0314
1.0836,0.01837,-0.0173
1.1319,0.02072,-0.0089
1.1808,0.02393,-0.0023
1.2235,0.02815,0.0032
0.457,0.01447,-0.0915
0.5596,0.01463,-0.0883
0.6547,0.01517,-0.083
0.7963,0.01619,-0.0879
1.0008,0.01722,-0.107
1.0665,0.01791,-0.0996
1.1231,0.01876,-0.0895
1.1852,0.0197,-0.0805
1.2488,0.0206,-0.0719
1.2898,0.02223,-0.0606
1.3473,0.02422,-0.0532
1.3801,0.02743,-0.044
1.412,0.0316,-0.0365
0.4615,0.01308,-0.0919
0.5622,0.01316,-0.0887
0.6582,0.01351,-0.0842
0.7729,0.01432,-0.0834
0.9496,0.01538,-0.0967
1.0576,0.01608,-0.0974
1.1177,0.01679,-0.0879
1.1711,0.01762,-0.0771
1.2207,0.01873,-0.0663
1.281,0.02042,-0.0587
1.3315,0.02278,-0.0509
1.3759,0.02604,-0.0436
1.411,0.03043,-0.0369
0.4632,0.01221,-0.0919
0.561,0.0122,-0.0884
0.6597,0.01247,-0.0847
0.7632,0.01314,-0.0817
0.9172,0.01412,-0.0902
1.048,0.0149,-0.0953
1.0984,0.01548,-0.0838
1.1502,0.01628,-0.0727
1.2123,0.01758,-0.0646
1.2731,0.01936,-0.0574
1.3285,0.02184,-0.0505
1.3753,0.02523,-0.0438
1.4118,0.02979,-0.0375
0.1078,0.01501,-0.0487
0.251,0.01459,-0.0553
0.392,0.01367,-0.0599
0.5196,0.01173,-0.0587
0.6137,0.01151,-0.0523
0.6457,0.01685,-0.0384
0.7217,0.02046,-0.0319
0.8137,0.02586,-0.0277
0.9162,0.03384,-0.0267
0.1751,0.01224,-0.0612
0.3089,0.01171,-0.0653
0.4254,0.01095,-0.0645
0.5325,0.0102,-0.061
0.6104,0.01127,-0.0525
0.6614,0.01597,-0.0426
0.7427,0.01896,-0.037
0.8333,0.02328,-0.0329
0.9211,0.03047,-0.0286
0.9679,0.04634,-0.022
0.2041,0.01046,-0.0661
0.3234,0.01011,-0.0672
0.4346,0.00951,-0.0653
0.5386,0.00928,-0.0621
0.6054,0.01141,-0.0526
0.6728,0.01522,-0.0454
0.754,0.01838,-0.04
0.8462,0.0227,-0.0366
0.9274,0.02678,-0.0306
0.9954,0.04005,-0.0264
0.0605,0.01252,-0.0043
0.3331,0.00955,-0.0378
0.5731,0.01002,-0.0631
0.6556,0.0114,-0.0564
0.7426,0.01261,-0.0509
0.8301,0.01366,-0.0455
0.9137,0.0152,-0.0396
0.9845,0.01866,-0.0315
1.0614,0.02258,-0.0247
1.1319,0.02641,-0.0175
1.1784,0.03274,-0.0078
1.1935,0.04073,0.0049
1.1548,0.05,0.0196
0.0914,0.01112,-0.0096
0.4112,0.00803,-0.0537
0.5733,0.00958,-0.0634
0.6586,0.01069,-0.0574
0.7471,0.01169,-0.0521
0.8369,0.01263,-0.0472
0.9211,0.01426,-0.0415
0.9939,0.01734,-0.0337
1.0686,0.0205,-0.0264
1.1366,0.02475,-0.019
1.1931,0.02803,-0.0099
1.2241,0.0336,0.0018
1.1991,0.04283,0.0173
0.1079,0.01007,-0.0121
0.5044,0.00758,-0.0737
0.5749,0.0092,-0.064
0.6616,0.0102,-0.0583
0.7519,0.01105,-0.0534
0.8428,0.01194,-0.0487
0.9265,0.01367,-0.043
1.0029,0.01633,-0.0356
1.0772,0.01919,-0.0282
1.1481,0.02221,-0.021
1.2022,0.02621,-0.0117
1.2408,0.03083,-0.0005
1.2428,0.03662,0.0139
0.8569,0.02929,-0.1523
0.9544,0.02682,-0.1503
1.0377,0.02462,-0.1452
1.1298,0.02109,-0.1403
1.2158,0.02134,-0.1352
1.3037,0.02218,-0.1311
1.3986,0.02311,-0.1286
1.4931,0.02443,-0.1264
1.5884,0.02611,-0.1251
1.6467,0.02765,-0.1174
1.7023,0.03024,-0.1142
1.7124,0.0354,-0.1046
1.6967,0.04546,-0.0974
0.9513,0.02129,-0.149
1.0335,0.01802,-0.1426
1.114,0.01705,-0.136
1.1925,0.01813,-0.1296
1.2749,0.01913,-0.1241
1.3611,0.02001,-0.12
1.4479,0.02121,-0.1163
1.5202,0.02257,-0.1104
1.5839,0.02425,-0.1046
1.6296,0.02701,-0.098
1.6613,0.03883,-0.1028
1.5789,0.05818,-0.0964
0.2397,0.00956,-0.0516
0.3881,0.00873,-0.0581
0.4839,0.00867,-0.0536
0.5672,0.00919,-0.0469
0.6504,0.01013,-0.0405
0.7357,0.01154,-0.0352
0.8195,0.01373,-0.0304
0.8969,0.01742,-0.0253
0.9654,0.02298,-0.0184
1.0321,0.03219,-0.012
1.0488,0.04592,-0.0022
0.985,0.06075,0.0066
0.9039,0.08553,-0.0075
0.269,0.00828,-0.0559
0.3999,0.00773,-0.0592
0.4865,0.00787,-0.0534
0.5672,0.00844,-0.0466
0.6493,0.00939,-0.0404
0.7357,0.01079,-0.0355
0.822,0.01293,-0.0313
0.9038,0.01619,-0.0268
0.9721,0.02147,-0.02
1.0387,0.02889,-0.0135
1.0743,0.04096,-0.0052
1.011,0.05652,0.0069
0.9204,0.08189,-0.0063
0.2334,0.0074,-0.0475
0.4045,0.00714,-0.0594
0.4881,0.00736,-0.0533
0.5675,0.00794,-0.0466
0.6489,0.00889,-0.0404
0.7362,0.01028,-0.0358
0.8241,0.01238,-0.032
0.9086,0.01536,-0.0279
0.9824,0.01983,-0.0218
1.0431,0.02778,-0.0142
1.0752,0.03953,-0.0052
1.032,0.05198,0.0062
0.9544,0.07323,-0.0013
0.223,0.00966,-0.0517
0.4137,0.00878,-0.0672
0.5032,0.00869,-0.0624
0.5996,0.00924,-0.0584
0.6956,0.01018,-0.0546
0.7883,0.01157,-0.0507
0.8756,0.01372,-0.0466
0.9549,0.01731,-0.0418
